filename,basename,toolid,toolmode,parser_version,runid,start,duration,exit_code,findings,infos,errors,fails
smartbugs-curated/dataset/reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,securify,solidity,2022/11/17,20241221_0717,1734765635.513452,237.7353286743164,0,"{DAO,MissingInputValidation,TODTransfer,UnhandledException}",{},{},{}
smartbugs-curated/dataset/unchecked_low_level_calls/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,securify,solidity,2022/11/17,20241221_0717,1734765901.2775002,241.16054129600525,0,"{DAO,MissingInputValidation,TODTransfer,UnhandledException}",{},{},{}
smartbugs-curated/dataset/unchecked_low_level_calls/0x663e4229142a27f00bafb5d087e1e730648314c3.sol,0x663e4229142a27f00bafb5d087e1e730648314c3.sol,securify,solidity,2022/11/17,20241221_0717,1734765635.0541692,554.3555338382721,0,"{DAOConstantGas,TODAmount,UnhandledException}",{},{},{}
smartbugs-curated/dataset/unchecked_low_level_calls/0x70f9eddb3931491aab1aeafbc1e7f1ca2a012db4.sol,0x70f9eddb3931491aab1aeafbc1e7f1ca2a012db4.sol,securify,solidity,2022/11/17,20241221_0717,1734765441.9643745,96.37641906738281,0,"{TODAmount,TODReceiver,UnhandledException}",{},{},{}
smartbugs-curated/dataset/reentrancy/0x7541b76cb60f4c60af330c208b0623b7f54bf615.sol,0x7541b76cb60f4c60af330c208b0623b7f54bf615.sol,securify,solidity,2022/11/17,20241221_0717,1734765441.650155,218.64550757408142,0,"{DAO,MissingInputValidation}",{},{},{}
smartbugs-curated/dataset/unchecked_low_level_calls/0x78c2a1e91b52bca4130b6ed9edd9fbcfd4671c37.sol,0x78c2a1e91b52bca4130b6ed9edd9fbcfd4671c37.sol,securify,solidity,2022/11/17,20241221_0717,1734765441.9668572,95.57885837554932,0,"{TODAmount,TODReceiver,UnhandledException}",{},{},{}
smartbugs-curated/dataset/unchecked_low_level_calls/0x7a4349a749e59a5736efb7826ee3496a2dfd5489.sol,0x7a4349a749e59a5736efb7826ee3496a2dfd5489.sol,securify,solidity,2022/11/17,20241221_0717,1734765878.5867662,82.56651759147644,0,"{TODAmount,TODReceiver,UnhandledException}",{},{},{}
smartbugs-curated/dataset/reentrancy/0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol,0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol,securify,solidity,2022/11/17,20241221_0717,1734765441.9444923,181.12122178077698,0,"{DAO,MissingInputValidation}",{},{},{}
smartbugs-curated/dataset/reentrancy/0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3.sol,0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3.sol,securify,solidity,2022/11/17,20241221_0717,1734765887.8381417,193.15270853042603,0,"{DAO,MissingInputValidation}",{},{},{}
smartbugs-curated/dataset/unchecked_low_level_calls/0x7d09edb07d23acb532a82be3da5c17d9d85806b4.sol,0x7d09edb07d23acb532a82be3da5c17d9d85806b4.sol,securify,solidity,2022/11/17,20241221_0717,1734765660.6481652,43.76539421081543,0,"{DAO,TODAmount,UnhandledException}",{},{},{}
smartbugs-curated/dataset/unchecked_low_level_calls/0x806a6bd219f162442d992bdc4ee6eba1f2c5a707.sol,0x806a6bd219f162442d992bdc4ee6eba1f2c5a707.sol,securify,solidity,2022/11/17,20241221_0717,1734765441.8845265,88.29021453857422,0,"{TODAmount,TODReceiver,UnhandledException}",{},{},{}
smartbugs-curated/dataset/unchecked_low_level_calls/0x84d9ec85c9c568eb332b7226a8f826d897e0a4a8.sol,0x84d9ec85c9c568eb332b7226a8f826d897e0a4a8.sol,securify,solidity,2022/11/17,20241221_0717,1734765501.1174967,114.89748120307922,0,"{MissingInputValidation,UnhandledException}",{},{},{}
smartbugs-curated/dataset/unchecked_low_level_calls/0x89c1b3807d4c67df034fffb62f3509561218d30b.sol,0x89c1b3807d4c67df034fffb62f3509561218d30b.sol,securify,solidity,2022/11/17,20241221_0717,1734766032.889169,57.81135869026184,0,"{DAO,DAOConstantGas,TODAmount,UnhandledException}",{},{},{}
smartbugs-curated/dataset/reentrancy/0x8c7777c45481dba411450c228cb692ac3d550344.sol,0x8c7777c45481dba411450c228cb692ac3d550344.sol,securify,solidity,2022/11/17,20241221_0717,1734765654.8689623,158.3256003856659,0,"{DAO,MissingInputValidation}",{},{},{}
smartbugs-curated/dataset/unchecked_low_level_calls/0x8fd1e427396ddb511533cf9abdbebd0a7e08da35.sol,0x8fd1e427396ddb511533cf9abdbebd0a7e08da35.sol,securify,solidity,2022/11/17,20241221_0717,1734765879.8211362,221.6549003124237,0,"{MissingInputValidation,UnhandledException}",{},{},{}
smartbugs-curated/dataset/reentrancy/0x93c32845fae42c83a70e5f06214c8433665c2ab5.sol,0x93c32845fae42c83a70e5f06214c8433665c2ab5.sol,securify,solidity,2022/11/17,20241221_0717,1734766090.7014167,96.62287259101868,0,"{DAO,MissingInputValidation}",{},{},{}
smartbugs-curated/dataset/reentrancy/0x941d225236464a25eb18076df7da6a91d0f95e9e.sol,0x941d225236464a25eb18076df7da6a91d0f95e9e.sol,securify,solidity,2022/11/17,20241221_0717,1734765537.5486376,190.70374464988708,0,"{DAO,MissingInputValidation}",{},{},{}
smartbugs-curated/dataset/unchecked_low_level_calls/0x958a8f594101d2c0485a52319f29b2647f2ebc06.sol,0x958a8f594101d2c0485a52319f29b2647f2ebc06.sol,securify,solidity,2022/11/17,20241221_0717,1734765706.8978648,87.28577208518982,0,"{MissingInputValidation,UnhandledException}",{},{},{}
smartbugs-curated/dataset/reentrancy/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol,0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol,securify,solidity,2022/11/17,20241221_0717,1734765669.130554,232.1320674419403,0,"{DAO,MissingInputValidation,TODTransfer}",{},{},{}
smartbugs-curated/dataset/unchecked_low_level_calls/0x9d06cbafa865037a01d322d3f4222fa3e04e5488.sol,0x9d06cbafa865037a01d322d3f4222fa3e04e5488.sol,securify,solidity,2022/11/17,20241221_0717,1734765565.1940129,121.9785087108612,0,"{MissingInputValidation,TODAmount,TODTransfer,UnhandledException}",{},{},{}
smartbugs-curated/dataset/unchecked_low_level_calls/0xa1fceeff3acc57d257b917e30c4df661401d6431.sol,0xa1fceeff3acc57d257b917e30c4df661401d6431.sol,securify,solidity,2022/11/17,20241221_0717,1734765917.745377,65.97677540779114,0,"{MissingInputValidation,UnhandledException}",{},{},{}
smartbugs-curated/dataset/unchecked_low_level_calls/0xa46edd6a9a93feec36576ee5048146870ea2c3ae.sol,0xa46edd6a9a93feec36576ee5048146870ea2c3ae.sol,securify,solidity,2022/11/17,20241221_0717,1734765441.899369,46.439104318618774,0,{UnhandledException},{},{},{}
smartbugs-curated/dataset/reentrancy/0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.sol,0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.sol,securify,solidity,2022/11/17,20241221_0717,1734765530.184307,200.98044681549072,0,"{DAO,MissingInputValidation,TODTransfer}",{},{},{}
smartbugs-curated/dataset/unchecked_low_level_calls/0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6.sol,0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6.sol,securify,solidity,2022/11/17,20241221_0717,1734765873.2496016,262.31284284591675,0,"{MissingInputValidation,TODAmount,UnhandledException}",{},{},{}
smartbugs-curated/dataset/unchecked_low_level_calls/0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77.sol,0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77.sol,securify,solidity,2022/11/17,20241221_0717,1734765477.0260034,158.02721643447876,0,"{MissingInputValidation,TODTransfer,UnhandledException}",{},{},{}
smartbugs-curated/dataset/unchecked_low_level_calls/0xb37f18af15bafb869a065b61fc83cfc44ed9cc27.sol,0xb37f18af15bafb869a065b61fc83cfc44ed9cc27.sol,securify,solidity,2022/11/17,20241221_0717,1734765721.347723,58.91242218017578,0,"{MissingInputValidation,TODAmount,UnhandledException}",{},{},{}
smartbugs-curated/dataset/reentrancy/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12.sol,0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12.sol,securify,solidity,2022/11/17,20241221_0717,1734766025.3332164,141.82036709785461,0,"{DAO,MissingInputValidation}",{},{},{}
smartbugs-curated/dataset/unchecked_low_level_calls/0xb620cee6b52f96f3c6b253e6eea556aa2d214a99.sol,0xb620cee6b52f96f3c6b253e6eea556aa2d214a99.sol,securify,solidity,2022/11/17,20241221_0717,1734765569.4225256,46.40108919143677,0,"{TODAmount,TODReceiver,UnhandledException}",{},{},{}
smartbugs-curated/dataset/unchecked_low_level_calls/0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7.sol,0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7.sol,securify,solidity,2022/11/17,20241221_0717,1734766004.9357476,42.49487638473511,0,"{DAO,MissingInputValidation,UnhandledException}",{},{},{}
smartbugs-curated/dataset/reentrancy/0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e.sol,0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e.sol,securify,solidity,2022/11/17,20241221_0717,1734765619.1592822,156.51088047027588,0,"{DAO,MissingInputValidation}",{},{},{}
smartbugs-curated/dataset/unchecked_low_level_calls/0xbaa3de6504690efb064420d89e871c27065cdd52.sol,0xbaa3de6504690efb064420d89e871c27065cdd52.sol,securify,solidity,2022/11/17,20241221_0717,1734765980.7738369,153.61105465888977,0,"{MissingInputValidation,TODTransfer,UnhandledException}",{},{},{}
smartbugs-curated/dataset/reentrancy/0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f.sol,0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f.sol,securify,solidity,2022/11/17,20241221_0717,1734765731.1656861,186.57207703590393,0,"{DAO,MissingInputValidation}",{},{},{}
smartbugs-curated/dataset/reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol,0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol,securify,solidity,2022/11/17,20241221_0717,1734765669.9131885,243.9110505580902,0,"{DAO,MissingInputValidation,TODTransfer}",{},{},{}
smartbugs-curated/dataset/unchecked_low_level_calls/0xbebbfe5b549f5db6e6c78ca97cac19d1fb03082c.sol,0xbebbfe5b549f5db6e6c78ca97cac19d1fb03082c.sol,securify,solidity,2022/11/17,20241221_0717,1734765967.0304759,148.80814599990845,0,"{MissingInputValidation,TODTransfer,UnhandledException}",{},{},{}
smartbugs-curated/dataset/reentrancy/0xcead721ef5b11f1a7b530171aab69b16c5e66b6e.sol,0xcead721ef5b11f1a7b530171aab69b16c5e66b6e.sol,securify,solidity,2022/11/17,20241221_0717,1734765694.3161552,222.0040442943573,0,"{DAO,MissingInputValidation}",{},{},{}
smartbugs-curated/dataset/unchecked_low_level_calls/0xd2018bfaa266a9ec0a1a84b061640faa009def76.sol,0xd2018bfaa266a9ec0a1a84b061640faa009def76.sol,securify,solidity,2022/11/17,20241221_0717,1734765441.9395921,85.17490100860596,0,"{TODAmount,TODReceiver,UnhandledException}",{},{},{}
smartbugs-curated/dataset/unchecked_low_level_calls/0xd5967fed03e85d1cce44cab284695b41bc675b5c.sol,0xd5967fed03e85d1cce44cab284695b41bc675b5c.sol,securify,solidity,2022/11/17,20241221_0717,1734765775.6932166,53.10230255126953,0,{UnhandledException},{},{},{}
smartbugs-curated/dataset/unchecked_low_level_calls/0xdb1c55f6926e7d847ddf8678905ad871a68199d2.sol,0xdb1c55f6926e7d847ddf8678905ad871a68199d2.sol,securify,solidity,2022/11/17,20241221_0717,1734765807.6803868,94.50385451316833,0,"{TODAmount,TODReceiver,UnhandledException}",{},{},{}
smartbugs-curated/dataset/unchecked_low_level_calls/0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol,0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol,securify,solidity,2022/11/17,20241221_0717,1734765575.6838326,59.828667402267456,0,"{DAO,DAOConstantGas,UnhandledException}",{},{},{}
smartbugs-curated/dataset/unchecked_low_level_calls/0xe4eabdca81e31d9acbc4af76b30f532b6ed7f3bf.sol,0xe4eabdca81e31d9acbc4af76b30f532b6ed7f3bf.sol,securify,solidity,2022/11/17,20241221_0717,1734765955.1447043,74.42983722686768,0,"{TODAmount,TODReceiver,UnhandledException}",{},{},{}
smartbugs-curated/dataset/unchecked_low_level_calls/0xe82f0742a71a02b9e9ffc142fdcb6eb1ed06fb87.sol,0xe82f0742a71a02b9e9ffc142fdcb6eb1ed06fb87.sol,securify,solidity,2022/11/17,20241221_0717,1734766061.9077456,74.44914531707764,0,"{TODAmount,TODReceiver,UnhandledException}",{},{},{}
smartbugs-curated/dataset/unchecked_low_level_calls/0xe894d54dca59cb53fe9cbc5155093605c7068220.sol,0xe894d54dca59cb53fe9cbc5155093605c7068220.sol,securify,solidity,2022/11/17,20241221_0717,1734765987.1331074,45.754918336868286,0,{UnhandledException},{},{},{}
smartbugs-curated/dataset/unchecked_low_level_calls/0xec329ffc97d75fe03428ae155fc7793431487f63.sol,0xec329ffc97d75fe03428ae155fc7793431487f63.sol,securify,solidity,2022/11/17,20241221_0717,1734766047.4653594,103.37835621833801,0,"{MissingInputValidation,UnhandledException}",{},{},{}
smartbugs-curated/dataset/reentrancy/0xf015c35649c82f5467c9c74b7f28ee67665aad68.sol,0xf015c35649c82f5467c9c74b7f28ee67665aad68.sol,securify,solidity,2022/11/17,20241221_0717,1734765781.6303642,205.50187945365906,0,"{DAO,MissingInputValidation}",{},{},{}
smartbugs-curated/dataset/unchecked_low_level_calls/0xf2570186500a46986f3139f65afedc2afe4f445d.sol,0xf2570186500a46986f3139f65afedc2afe4f445d.sol,securify,solidity,2022/11/17,20241221_0717,1734765941.9157653,38.85692596435547,0,{UnhandledException},{},{},{}
smartbugs-curated/dataset/unchecked_low_level_calls/0xf29ebe930a539a60279ace72c707cba851a57707.sol,0xf29ebe930a539a60279ace72c707cba851a57707.sol,securify,solidity,2022/11/17,20241221_0717,1734765757.26142,27.91778254508972,0,"{TODAmount,UnhandledException}",{},{},{}
smartbugs-curated/dataset/unchecked_low_level_calls/0xf70d589d76eebdd7c12cc5eec99f8f6fa4233b9e.sol,0xf70d589d76eebdd7c12cc5eec99f8f6fa4233b9e.sol,securify,solidity,2022/11/17,20241221_0717,1734765441.9623764,91.06457138061523,0,"{TODAmount,TODReceiver,UnhandledException}",{},{},{}
smartbugs-curated/dataset/arithmetic/BECToken.sol,BECToken.sol,securify,solidity,2022/11/17,20241221_0717,1734765928.5532937,276.7878293991089,0,{},{},{},{}
smartbugs-curated/dataset/front_running/ERC20.sol,ERC20.sol,securify,solidity,2022/11/17,20241221_0717,1734765538.344429,45.13172721862793,0,{},{},{},{}
smartbugs-curated/dataset/access_control/FibonacciBalance.sol,FibonacciBalance.sol,securify,solidity,2022/11/17,20241221_0717,1734765846.095087,114.09353828430176,0,{MissingInputValidation},{},{},{}
smartbugs-curated/dataset/front_running/FindThisHash.sol,FindThisHash.sol,securify,solidity,2022/11/17,20241221_0717,1734765868.8580155,53.33617877960205,0,{UnrestrictedEtherFlow},{},{},{}
smartbugs-curated/dataset/access_control/arbitrary_location_write_simple.sol,arbitrary_location_write_simple.sol,securify,solidity,2022/11/17,20241221_0717,1734765839.907893,28.94913125038147,0,{},{},{},{}
smartbugs-curated/dataset/denial_of_service/auction.sol,auction.sol,securify,solidity,2022/11/17,20241221_0717,1734765554.1479993,15.273449420928955,0,"{TODAmount,TODReceiver,TODTransfer}",{},{},{}
smartbugs-curated/dataset/bad_randomness/blackjack.sol,blackjack.sol,securify,solidity,2022/11/17,20241221_0717,1734765655.4957118,273.024507522583,0,{DAOConstantGas},{},{},{}
smartbugs-curated/dataset/other/crypto_roulette.sol,crypto_roulette.sol,securify,solidity,2022/11/17,20241221_0717,1734765713.0806785,133.0769398212433,0,"{TODAmount,TODTransfer}",{},{},{}
smartbugs-curated/dataset/denial_of_service/dos_address.sol,dos_address.sol,securify,solidity,2022/11/17,20241221_0717,1734765441.9659858,44.5451078414917,0,{},{},{},{}
smartbugs-curated/dataset/denial_of_service/dos_number.sol,dos_number.sol,securify,solidity,2022/11/17,20241221_0717,1734765916.3211386,38.79342293739319,0,{},{},{},{}
smartbugs-curated/dataset/denial_of_service/dos_simple.sol,dos_simple.sol,securify,solidity,2022/11/17,20241221_0717,1734765486.513411,31.53077507019043,0,{},{},{},{}
smartbugs-curated/dataset/front_running/eth_tx_order_dependence_minimal.sol,eth_tx_order_dependence_minimal.sol,securify,solidity,2022/11/17,20241221_0717,1734765728.2532141,58.19002175331116,0,"{DAOConstantGas,TODAmount,TODReceiver,TODTransfer}",{},{},{}
smartbugs-curated/dataset/time_manipulation/ether_lotto.sol,ether_lotto.sol,securify,solidity,2022/11/17,20241221_0717,1734765533.539076,97.0943853855133,0,"{DAOConstantGas,TODAmount,UnrestrictedEtherFlow}",{},{},{}
smartbugs-curated/dataset/bad_randomness/etheraffle.sol,etheraffle.sol,securify,solidity,2022/11/17,20241221_0717,1734765846.158608,50.862675189971924,0,{TODReceiver},{},{},{}
smartbugs-curated/dataset/reentrancy/etherbank.sol,etherbank.sol,securify,solidity,2022/11/17,20241221_0717,1734765704.4826722,52.776182889938354,0,"{DAO,MissingInputValidation}",{},{},{}
smartbugs-curated/dataset/unchecked_low_level_calls/etherpot_lotto.sol,etherpot_lotto.sol,securify,solidity,2022/11/17,20241221_0717,1734765596.4155803,1.8344042301177979,0,{},{},{},{}
smartbugs-curated/dataset/reentrancy/etherstore.sol,etherstore.sol,securify,solidity,2022/11/17,20241221_0717,1734765485.1614547,90.52150368690491,0,"{DAO,MissingInputValidation}",{},{},{}
smartbugs-curated/dataset/time_manipulation/governmental_survey.sol,governmental_survey.sol,securify,solidity,2022/11/17,20241221_0717,1734765521.3312552,97.82048416137695,0,"{DAOConstantGas,MissingInputValidation,TODAmount,TODReceiver,TODTransfer,UnhandledException}",{},{},{}
smartbugs-curated/dataset/bad_randomness/guess_the_random_number.sol,guess_the_random_number.sol,securify,solidity,2022/11/17,20241221_0717,1734766029.639804,29.147104024887085,0,{UnrestrictedEtherFlow},{},{},{}
smartbugs-curated/dataset/access_control/incorrect_constructor_name1.sol,incorrect_constructor_name1.sol,securify,solidity,2022/11/17,20241221_0717,1734765623.0726893,32.42199635505676,0,"{TODAmount,TODReceiver,TODTransfer}",{},{},{}
smartbugs-curated/dataset/access_control/incorrect_constructor_name2.sol,incorrect_constructor_name2.sol,securify,solidity,2022/11/17,20241221_0717,1734765634.8222063,25.825244188308716,0,"{TODAmount,TODReceiver,TODTransfer}",{},{},{}
smartbugs-curated/dataset/access_control/incorrect_constructor_name3.sol,incorrect_constructor_name3.sol,securify,solidity,2022/11/17,20241221_0717,1734765533.0623996,21.08472490310669,0,"{TODAmount,TODReceiver,TODTransfer}",{},{},{}
smartbugs-curated/dataset/arithmetic/insecure_transfer.sol,insecure_transfer.sol,securify,solidity,2022/11/17,20241221_0717,1734765488.3584127,45.179216623306274,0,{MissingInputValidation},{},{},{}
smartbugs-curated/dataset/arithmetic/integer_overflow_1.sol,integer_overflow_1.sol,securify,solidity,2022/11/17,20241221_0717,1734765524.9974425,22.58036518096924,0,{MissingInputValidation},{},{},{}
smartbugs-curated/dataset/arithmetic/integer_overflow_add.sol,integer_overflow_add.sol,securify,solidity,2022/11/17,20241221_0717,1734765629.024253,25.84372568130493,0,{MissingInputValidation},{},{},{}
smartbugs-curated/dataset/arithmetic/integer_overflow_benign_1.sol,integer_overflow_benign_1.sol,securify,solidity,2022/11/17,20241221_0717,1734765968.2345865,24.548887491226196,0,{},{},{},{}
smartbugs-curated/dataset/arithmetic/integer_overflow_mapping_sym_1.sol,integer_overflow_mapping_sym_1.sol,securify,solidity,2022/11/17,20241221_0717,1734765807.1401134,29.64837646484375,0,{MissingInputValidation},{},{},{}
smartbugs-curated/dataset/arithmetic/integer_overflow_minimal.sol,integer_overflow_minimal.sol,securify,solidity,2022/11/17,20241221_0717,1734765615.8717244,18.94940161705017,0,{MissingInputValidation},{},{},{}
smartbugs-curated/dataset/arithmetic/integer_overflow_mul.sol,integer_overflow_mul.sol,securify,solidity,2022/11/17,20241221_0717,1734765902.185171,22.582787036895752,0,{MissingInputValidation},{},{},{}
smartbugs-curated/dataset/arithmetic/integer_overflow_multitx_multifunc_feasible.sol,integer_overflow_multitx_multifunc_feasible.sol,securify,solidity,2022/11/17,20241221_0717,1734766093.4569974,17.348205089569092,0,{MissingInputValidation},{},{},{}
smartbugs-curated/dataset/arithmetic/integer_overflow_multitx_onefunc_feasible.sol,integer_overflow_multitx_onefunc_feasible.sol,securify,solidity,2022/11/17,20241221_0717,1734765498.0174084,23.31319522857666,0,{MissingInputValidation},{},{},{}
smartbugs-curated/dataset/unchecked_low_level_calls/king_of_the_ether_throne.sol,king_of_the_ether_throne.sol,securify,solidity,2022/11/17,20241221_0717,1734765736.4793322,45.14457702636719,0,"{DAOConstantGas,TODAmount,TODReceiver,UnhandledException}",{},{},{}
smartbugs-curated/dataset/denial_of_service/list_dos.sol,list_dos.sol,securify,solidity,2022/11/17,20241221_0717,1734766080.991808,1.6784303188323975,0,{},{},{},{}
smartbugs-curated/dataset/bad_randomness/lottery.sol,lottery.sol,securify,solidity,2022/11/17,20241221_0717,1734765535.1893463,41.797340869903564,0,{},{},{},{}
